raw text,token text,category
" Tak boleh nak dibandingkan dari segi result, dia bandingkan dari segi benda lain pula","['tidak', 'boleh', 'nak', 'banding', 'dari', 'segi', 'hasil', 'dia', 'banding', 'dari', 'segi', 'benda', 'lain', 'pula']",risk factor
 Aku boleh buktikan pada dia yang aku mampu berjaya tapi aku tak mampu nak dapatkan perhatian dia dan kasih sayang dia,"['aku', 'boleh', 'bukti', 'pada', 'dia', 'yang', 'aku', 'mampu', 'jaya', 'tetapi', 'aku', 'tidak', 'mampu', 'nak', 'dapat', 'perhati', 'dia', 'dan', 'kasih', 'sayang', 'dia']",risk factor
" Kadang2 malam2 aku menangis sendirian mengenangkan susahnya aku ni nak dapatkan kasih sayang seorang ibu, yang menjadi kebanggaan seorang ibu","['kadangeb', 'malam', 'malam', 'aku', 'menang', 'sendiri', 'menmenang', 'susah', 'aku', 'ini', 'nak', 'dapat', 'kasih', 'sayang', 'orang', 'ibu', 'yang', 'jadi', 'bangga', 'orang', 'ibu']",symptom
" Sejak ayah aku meninggal, boleh dikatakan hidup aku tak sebahagia dulu","['sejak', 'ayah', 'aku', 'tinggal', 'boleh', 'kata', 'hidup', 'aku', 'tidak', 'sebahagia', 'dahulu']",risk factor
 Ayah selalu appreciate apa yang aku buat dan apa yang aku dapat,"['ayah', 'selalu', 'harga', 'apa', 'yang', 'aku', 'buat', 'dan', 'apa', 'yang', 'aku', 'dapat']",non-deppressive
" Aku selalu jealous tengok kawan2 aku post gambar dengan family, ibu, ayah diorang","['aku', 'selalu', 'cemburu', 'tengok', 'ka', 'ka', 'aku', 'jawat', 'gambar', 'deng', 'keluarga', 'ibu', 'ayah', 'mereka']",non-deppressive
 Rasa cemburu sangat sebab aku tak boleh nak dapat macam tu,"['rasa', 'cemburu', 'sangat', 'sebab', 'aku', 'tidak', 'boleh', 'nak', 'dapat', 'macam', 'itu']",non-deppressive
 Doakan aku terus kuat untuk hadapi semua ni pada masa akan datang,"['doa', 'aku', 'terus', 'kuat', 'untuk', 'hadap', 'semua', 'ini', 'pada', 'masa', 'akan', 'datang']",non-deppressive
Assalamualaikum,['assalamualaikum'],non-deppressive
 Saya tak tahu nak mulakan dari mana,"['saya', 'tidak', 'tahu', 'nak', 'mula', 'dari', 'mana']",non-deppressive
 Saya kini sedang berpantang anak ke-3,"['saya', 'kini', 'sedang', 'pantang', 'anak', 'tiga']",non-deppressive
 Baru hari-10 berpantang,"['baru', 'hari', 'puluh', 'pantang']",non-deppressive
" Sebelum itu, bayi saya telah disahkan jaundice pada hari-5 dilahirkan selepas merasakan patut dibawa ke klinik","['belum', 'itu', 'bayi', 'saya', 'te', 'sah', 'jaundis', 'pada', 'hari', 'lima', 'lahir', 'lepas', 'rasa', 'patut', 'bawa', 'ke', 'klinik']",non-deppressive
Tapi saya dan suami ambil keputusan yang lambat dengan mendelaykan/ pantau di rumah selama 2 hari mana tahu kot kot menurun jaundicenya,"['tetapi', 'saya', 'dan', 'suami', 'ambil', 'putus', 'yang', 'lambat', 'deng', 'dela', 'pantau', 'di', 'rumah', 'lama', 'dua', 'hari', 'mana', 'tahu', 'mungkin', 'mungkin', 'turun', 'jaundice']",non-deppressive
Hari ke-8 rasa tak sedap hati terus ke hospital dan jaundice mencapai 17 ,"['hari', 'kelap', 'rasa', 'tidak', 'sedap', 'hati', 'terus', 'ke', 'hospital', 'dan', 'jaundis', 'capa', 'tujuh', 'belas']",risk factor
 Doktor kata kena admit,"['doktor', 'kata', 'kena', 'menga']",non-deppressive
 Kami pasrah dan redha,"['kami', 'pasrah', 'dan', 'redha']",risk factor
 Tapi itu bukan la highlight untuk cerita saya,"['tetapi', 'itu', 'bu', 'sorot', 'untuk', 'cer', 'saya']",non-deppressive
Kisah bermula selepas anak selamat dilahirkan dan pada waktu anak dimasukkan semula ke hospital,"['kisah', 'mula', 'lepas', 'anak', 'selamat', 'lahir', 'dan', 'pada', 'waktu', 'anak', 'masuk', 'semu', 'ke', 'hospital']",non-deppressive
 Suami saya ambil keputusan cuti 1 bulan untuk menjaga saya sewaktu pantang disamping ibu kandung saya juga datang bermalam di rumah untuk membantu apa yang patut,"['suami', 'saya', 'ambil', 'putus', 'cuti', 'satu', 'bul', 'untuk', 'jaga', 'saya', 'waktu', 'pantang', 'samping', 'ibu', 'kandung', 'saya', 'juga', 'datang', 'malam', 'di', 'rumah', 'untuk', 'bantu', 'apa', 'yang', 'patut']",non-deppressive
Saya hargai semua usaha itu,"['saya', 'harga', 'semua', 'usaha', 'itu']",non-deppressive
" Dari hari ke hari berpantang saya, saya nampak perubahan yang ketara terhadap suami saya","['dari', 'hari', 'ke', 'hari', 'pantang', 'saya', 'saya', 'tampak', 'ubah', 'yang', 'tara', 'hadap', 'suami', 'saya']",non-deppressive
 Dia sering memarahi anak2 terutama anak no,"['dia', 'sering', 'marah', 'anak', 'anak', 'terutama', 'anak', 'tidak']",risk factor
"2, ada je silap sikit mesti anak no","['dua', 'ada', 'sahaja', 'silap', 'sikit', 'mesti', 'anak', 'tidak']",risk factor
2 jadi mangsa,"['dua', 'jadi', 'mangsa']",risk factor
Saya faham kenapa anak no,"['saya', 'faham', 'kenapa', 'anak', 'tidak']",non-deppressive
"2 suka carik pasal sebab before saya pregnant, dengan saya la dia suka manja manja","['dua', 'suka', 'carik', 'pasal', 'sebab', 'before', 'saya', 'hamil', 'deng', 'saya', 'dia', 'suka', 'manja', 'manja']",non-deppressive
 24 jam berkepit dengan ibunya sampai la ibunya nak ke hospital untuk melahirkan adiknya,"['dua', 'puluh', 'empat', 'jam', 'kepit', 'deng', 'ibu', 'sampai', 'ibu', 'nak', 'ke', 'hospital', 'untuk', 'lahir', 'adik']",non-deppressive
So dari situ si kakak terasa dah ada gap macam dia rasa dirikan dia dah tak dipedulikan lagi,"['jadi', 'dari', 'situ', 'si', 'kak', 'asa', 'dah', 'ada', 'jurang', 'macam', 'dia', 'rasa', 'diri', 'dia', 'dah', 'tidak', 'peduli', 'lagi']",symptom
" So solutionnya, si abang ajak adiknya join main game dekat laptop untuk ubati perasaan dia yang sedih tu","['jadi', 'solution', 'si', 'abang', 'ajak', 'adik', 'serta', 'utama', 'main', 'dekat', 'laptop', 'untuk', 'ubat', 'asa', 'dia', 'yang', 'sedih', 'itu']",non-deppressive
"Saya tak tahu ini tindakan yang betul atau tak untuk distract dirinya dari ganggu saya time berpantang lagi lagi waktu menyusukan baby, tidurkan baby dan mengurut","['saya', 'tidak', 'tahu', 'ini', 'tinda', 'yang', 'betul', 'atau', 'tidak', 'untuk', 'alih', 'perhati', 'diri', 'dari', 'ganggu', 'saya', 'masa', 'pantang', 'lagi', 'lagi', 'waktu', 'susuf', 'bayi', 'tidur', 'bayi', 'dan', 'urut']",non-deppressive
 Plus tengah malam hingga ke pagi yang saya tak cukup tido,"['tambah', 'tengah', 'malam', 'hingga', 'ke', 'pagi', 'yang', 'saya', 'tidak', 'cukup', 'tidur']",symptom
"Berbalik kepada ayahnya, dia akan tegas kepada anak no","['balik', 'kepada', 'ayah', 'dia', 'akan', 'tegas', 'kepada', 'anak', 'tidak']",risk factor
"2 ni, maksudnya bila anak tu tengah syok main game","['dua', 'ini', 'maksud', 'bila', 'anak', 'itu', 'tengah', 'syok', 'utama', 'main']",risk factor
dengan tak semena mena dia suruh stop playing the game,"['deng', 'tidak', 'semena', 'mena', 'dia', 'suruh', 'henti', 'playing', 'yang', 'main']",risk factor
 Memang kawan tu marah la tengah syok main game,"['memang', 'ka', 'itu', 'marah', 'tengah', 'syok', 'utama', 'main']",risk factor
Saya biasanya akan berikan waktu contoh,"['saya', 'biasa', 'akan', 'saya', 'waktu', 'contoh']",non-deppressive
 Okay lagi 15 minit stop ya main,"['okay', 'lagi', 'lima', 'belas', 'min', 'henti', 'ya', 'utama']",non-deppressive
 Dia akan turut perintah,"['dia', 'akan', 'turut', 'perin']",non-deppressive
 Tanpa masalah,"['tanpa', 'masa']",non-deppressive
"Bila dah jadi camtu, bukan papa nya nak pujuk, di biarkan menangis konon konon pandai la pujuk diri tu sendiri","['bila', 'dah', 'jadi', 'macam', 'itu', 'bu', 'papa', 'nak', 'pujuk', 'di', 'biar', 'menang', 'kon', 'kon', 'panda', 'pujuk', 'diri', 'itu', 'sendiri']",risk factor
 Kawan tu baru 5 tahun kot,"['ka', 'itu', 'baru', 'lima', 'tahun', 'mungkin']",non-deppressive
 Si abang di biarkan main game sampai tengah malam kadang kadang sampai ke pagi,"['si', 'abang', 'di', 'biar', 'utama', 'main', 'sampai', 'tengah', 'malam', 'kadang', 'kadang', 'sampai', 'ke', 'pagi']",risk factor
"Saya bukan nak cakap si adik patut dapat layanan sama macam abang, tapi pandai pandai la pujuk ikut kesesuaian umur anak","['saya', 'bu', 'nak', 'cakap', 'si', 'adik', 'patut', 'dapat', 'layan', 'sama', 'macam', 'abang', 'tetapi', 'panda', 'panda', 'pujuk', 'ikut', 'sesuai', 'umur', 'anak']",non-deppressive
Sudahnya saya yang tengah pantang ni pegi la pujuk,"['sudah', 'saya', 'yang', 'tengah', 'pantang', 'ini', 'pergi', 'pujuk']",non-deppressive
 Kalau tak nanti kacau pula adik nya tengah tidur,"['kalau', 'tidak', 'nanti', 'kacau', 'pula', 'adik', 'tengah', 'tidur']",non-deppressive
" Lepas tu si ayah ni kalau marahkan anak, dengan ibunya pon kena tempiasnya","['lepas', 'itu', 'si', 'ayah', 'ini', 'kalau', 'marah', 'anak', 'deng', 'ibu', 'pun', 'kena', 'tempias']",risk factor
"Kalau jerit marah anak, sampai ke luar rumah boleh dengar","['kalau', 'jerit', 'marah', 'anak', 'sampai', 'ke', 'luar', 'rumah', 'boleh', 'dengar']",risk factor
 Dan akan claim penat buat kerja rumah itu ini seolah olah nak memerli saya or nak highlightkan betapa penatnya buat kerja rumah hari hari,"['dan', 'akan', 'claim', 'penat', 'buat', 'kerja', 'rumah', 'itu', 'ini', 'seo', 'o', 'nak', 'perli', 'saya', 'atau', 'nak', 'highlht', 'betapa', 'penat', 'buat', 'kerja', 'rumah', 'hari', 'hari']",risk factor
 Ada je benda nak kena buat,"['ada', 'sahaja', 'benda', 'nak', 'kena', 'buat']",non-deppressive
(Now u know la kan ibu yang duduk rumah tu bukan goyang kaki je tengok drama korea semua bagai,"['now', 'awak', 'tahu', 'kan', 'ibu', 'yang', 'duduk', 'rumah', 'itu', 'bu', 'goyang', 'kaki', 'sahaja', 'tengok', 'drama', 'korea', 'semua', 'bagai']",non-deppressive
" Itu belum kalau anak sekolah lagi, kene pergi balik amik anak sekolah","['itu', 'belum', 'kalau', 'anak', 'seko', 'lagi', 'kena', 'pergi', 'balik', 'ambil', 'anak', 'seko']",non-deppressive
"Kita la driver, kita la tukang masak, kita la tukang cuci, kita la bibik, kita la cikgu, kita la doktor bila anak kena pantau sakit dirumah)","['k', 'pandu', 'k', 'tukang', 'masak', 'k', 'tukang', 'cuci', 'k', 'bibik', 'k', 'cikgu', 'k', 'doktor', 'bila', 'anak', 'kena', 'pantau', 'sakit', 'rumah']",risk factor
 Semua profession kerja ibu dia sapu,"['semua', 'profesion', 'kerja', 'ibu', 'dia', 'sapu']",non-deppressive
" Bila overstressed, anak la jadi mangsa marah dia","['bila', 'overstressed', 'anak', 'jadi', 'mangsa', 'marah', 'dia']",risk factor
 Baru beberapa hari je tu,"['baru', 'beberapa', 'hari', 'sahaja', 'itu']",non-deppressive
 Kita bertahun jadi housewife rileks je,"['k', 'tahun', 'jadi', 'suri', 'rumah', 'rileks', 'sahaja']",non-deppressive
"Saya pernah je bekerja, tapi demi untuk fokus membesarkan anak anak depan mata, saya sanggup korbankan semua tu","['saya', 'pernah', 'sahaja', 'kerja', 'tetapi', 'demi', 'untuk', 'fokus', 'besar', 'anak', 'anak', 'dep', 'mata', 'saya', 'sanggup', 'korban', 'semua', 'itu']",non-deppressive
 Duit bukan la segalanya,"['duit', 'bu', 'segala']",non-deppressive
Kalau ikutkan sapa yang tak nak ada duit sendiri bergaji bagai,"['kalau', 'ikut', 'siapa', 'yang', 'tidak', 'mahu', 'ada', 'duit', 'sendiri', 'gaji', 'bagai']",non-deppressive
 Ramai kata baik bekerja dari jaga sendiri anak anak dirumah,"['ramai', 'kata', 'baik', 'kerja', 'dari', 'jaga', 'sendiri', 'anak', 'anak', 'rumah']",non-deppressive
 Stress dia lain macam,"['stres', 'dia', 'lain', 'macam']",symptom
 Tapi saya dah biasa lalui semua tu,"['tetapi', 'saya', 'dah', 'biasa', 'lalu', 'semua', 'itu']",non-deppressive
  Oh ok,"['oh', 'okey']",non-deppressive
" banyak menyimpang dah ni… bila suami saya stress, saya juga turut terasa tempiasnya","['banyak', 'menyimp', 'dah', 'ini', 'angan', 'bila', 'suami', 'saya', 'stres', 'saya', 'juga', 'turut', 'asa', 'tempias']",non-deppressive
" Almaklum orang berpantang ni, hati bak tisu","['almaklum', 'orang', 'pantang', 'ini', 'hati', 'bak', 'tisu']",symptom
 asyik nak mengalir je air mata ni,"['asyik', 'nak', 'alir', 'sahaja', 'udara', 'mata', 'ini']",symptom
 Lebih lebih lagi mengenangkan anak yang masih baby masuk wad,"['lebih', 'lebih', 'lagi', 'menmenang', 'anak', 'yang', 'masih', 'bayi', 'masuk', 'wad']",symptom
Lagi laa,['lagi'],non-deppressive
" The best part is, bila mak sendiri boleh join sekaki dengan si suami","['yang', 'baik', 'bahagi', 'ada', 'bila', 'mak', 'sendiri', 'boleh', 'serta', 'sekaki', 'deng', 'si', 'suami']",risk factor
" Mentang mentang ada geng, ada je benda nak dihentam saya","['tang', 'tang', 'ada', 'geng', 'ada', 'sahaja', 'benda', 'nak', 'dihentam', 'saya']",risk factor
 Saya yang dituduh stress sangat,"['saya', 'yang', 'tuduh', 'tres', 'sangat']",risk factor
 Saya takkan memandai stress kalau takde punca,"['saya', 'tidak', 'akan', 'manda', 'tres', 'kalau', 'tiada', 'punca']",symptom
 Come on la,"['datang', 'pada']",non-deppressive
 Dah besar kot,"['dah', 'besar', 'mungkin']",non-deppressive
Anak dah 3 kan,"['anak', 'dah', 'tiga', 'kan']",non-deppressive
" sampaikan satu hari saya langgar pantang larang, saya pegi vakuum satu rumah sebab before that saya kata bawah hall tu kotor and nanti sapu kalau free,Then si suami yang salah faham ni dia cakap dengan nada tinggi, mengatakan yang dia vakuum/ bersihkan rumah much much better dari saya","['sampai', 'satu', 'hari', 'saya', 'langgar', 'pantang', 'larang', 'saya', 'pergi', 'vakum', 'satu', 'rumah', 'sebab', 'before', 'itu', 'saya', 'kata', 'bawah', 'hal', 'itu', 'kotor', 'dan', 'nanti', 'sapu', 'kalau', 'percuma', 'kemudi', 'si', 'suami', 'yang', 'sa', 'faham', 'ini', 'dia', 'cakap', 'deng', 'nada', 'tinggi', 'kata', 'yang', 'dia', 'vakum', 'bersih', 'rumah', 'banyak', 'banyak', 'lebih', 'baik', 'dari', 'saya']",risk factor
 Pegi la tengok sendiri kalau tak percaya,"['pergi', 'tengok', 'sendiri', 'kalau', 'tidak', 'mengaparcaya']",non-deppressive
Saya pon mula la tiba2 datang sensitif punya feeling,"['saya', 'pun', 'mula', 'tiba', 'tiba', 'datang', 'sensitif', 'pu', 'asa']",symptom
 Turun dan vakuum satu rumah,"['turun', 'dan', 'vakum', 'satu', 'rumah']",non-deppressive
" Saya nak kata dekat dia yang itu untuk list esok buat kerja rumah sebab we all dah diskus sebelum saya beranak,Saya akan bagi list kerja rumah supaya dia tahu apa yang kene buat dahulu","['saya', 'nak', 'kata', 'dekat', 'dia', 'yang', 'itu', 'untuk', 'list', 'esok', 'buat', 'kerja', 'rumah', 'sebab', 'kami', 'al', 'dah', 'diskusi', 'belum', 'saya', 'anak', 'saya', 'akan', 'bagi', 'list', 'kerja', 'rumah', 'supaya', 'dia', 'tahu', 'apa', 'yang', 'kena', 'buat', 'dahulu']",non-deppressive
" Hari itu saya lari tidur di hall sampai 4 pagi tak boleh tidur, nak pam susu pon dapat sikit je","['hari', 'itu', 'saya', 'lari', 'tidur', 'di', 'hal', 'sampai', 'empat', 'pagi', 'tidak', 'boleh', 'tidur', 'nak', 'pam', 'susu', 'pun', 'dapat', 'sikit', 'sahaja']",symptom
"Keesokannya, dia tegur saya macam biasa takde rasa perasaan bersalah","['esok', 'dia', 'tegur', 'saya', 'macam', 'biasa', 'tiada', 'rasa', 'asa', 'bersa']",risk factor
 Saya masih lagi pendam,"['saya', 'masih', 'lagi', 'pendam']",symptom
 Perempuan kot,"['perempu', 'mungkin']",non-deppressive
 Dia punya ambil masa nak back to normal tu adakala sampai 2-3 hari,"['dia', 'pu', 'ambil', 'masa', 'nak', 'belakang', 'kepada', 'normal', 'itu', 'adakala', 'sampai', 'dua', 'tiga', 'hari']",non-deppressive
"Saya terus cakap jangan cakap dengan saya, just leave me alone dan saya tak boleh tengok muka dia","['saya', 'terus', 'cakap', 'jang', 'cakap', 'deng', 'saya', 'ha', 'pergi', 'saya', 'bersendiri', 'dan', 'saya', 'tidak', 'boleh', 'tengok', 'muka', 'dia']",risk factor
 Sampai nak ke hospital pon saya nak drive sendiri je,"['sampai', 'nak', 'ke', 'hospital', 'pun', 'saya', 'nak', 'pandu', 'sendiri', 'sahaja']",non-deppressive
Balik dari hospital saya drive sendiri,"['balik', 'dari', 'hospital', 'saya', 'pandu', 'sendiri']",non-deppressive
 (Memang dah takde pantang ni,"['memang', 'dah', 'tiada', 'pantang', 'ini']",non-deppressive
 Pantang koboi orang cakap),"['pantang', 'koboi', 'orang', 'cakap']",non-deppressive
 bayangkan di hospital saya kene tunggu dekat kereta je sebelum nurse call panggil naik BF baby,"['bayang', 'di', 'hospital', 'saya', 'kena', 'tunggu', 'dekat', 'kereta', 'sahaja', 'belum', 'jurawat', 'panggil', 'panggil', 'naik', 'bf', 'bayi']",non-deppressive
 Time menunggu saya pam susu sambil makan light snack,"['masa', 'tunggu', 'saya', 'pam', 'susu', 'sambil', 'ma', 'cahaya', 'snack']",non-deppressive
 Habis pam naik balik hantar susu,"['habis', 'pam', 'naik', 'balik', 'hantar', 'susu']",non-deppressive
Then turun balik stay kat kereta ambil masa refill balik susu dalam badan,"['kemudi', 'turun', 'balik', 'tinggal', 'dekat', 'kereta', 'ambil', 'masa', 'isi', 'mula', 'balik', 'susu', 'dalam', 'badan']",non-deppressive
 Nak ke wad tu pon boleh tahan berjalan,"['nak', 'ke', 'wad', 'itu', 'pun', 'boleh', 'tah', 'jal']",non-deppressive
 Dapat wheelchair tu kira bonusla,"['dapat', 'wheelchair', 'itu', 'kira', 'bonus']",non-deppressive
Hampir 5-6 kali berjalan ke wad untuk BF dan hantar susu selepas pam,"['hampir', 'lima', 'hingga', 'enam', 'kali', 'jal', 'ke', 'wad', 'untuk', 'bf', 'dan', 'hantar', 'susu', 'lepas', 'pam']",non-deppressive
" Duduk dekat kereta lama lama pon pinggang dah cramp, plus luka jahitan masih belum pulih sepenuhnya","['duduk', 'dekat', 'kereta', 'lama', 'lama', 'pun', 'pinggang', 'dah', 'cramp', 'tambah', 'luka', 'jahit', 'masih', 'belum', 'pulih', 'sepenuh']",non-deppressive
 Double stress bila baby masuk wad,"['double', 'tres', 'bila', 'bayi', 'masuk', 'wad']",risk factor
 Saya ni dah la jenis tak boleh berpisah dengan anak,"['saya', 'ini', 'dah', 'jenis', 'tidak', 'boleh', 'pisah', 'deng', 'anak']",risk factor
"Dekat rumah saya cuba tolong juga husband dengan mandikan anak, kemas katil, minum semua saya buat sendiri","['dekat', 'rumah', 'saya', 'cuba', 'tolong', 'juga', 'suami', 'deng', 'mandi', 'anak', 'kemas', 'katil', 'minum', 'semua', 'saya', 'buat', 'sendiri']",non-deppressive
 Plus makan pantang saya paling mudah,"['tambah', 'ma', 'pantang', 'saya', 'paling', 'mudah']",non-deppressive
 Nasi + ikan bilis goreng je,"['nasi', 'i', 'bilis', 'goreng', 'sahaja']",non-deppressive
Saya dah give up sampai saya rasa saya akan buat je sendiri semua kerja rumah dalam pantang ni,"['saya', 'dah', 'beri', 'naik', 'sampai', 'saya', 'rasa', 'saya', 'akan', 'buat', 'sahaja', 'sendiri', 'semua', 'kerja', 'rumah', 'dalam', 'pantang', 'ini']",non-deppressive
 Puas hati,"['puas', 'hati']",non-deppressive
" Bentan ke apa belakang cerita, haha","['bent', 'ke', 'apa', 'belakang', 'cer', 'haha']",non-deppressive
Macam mana saya nak cakap kat suami ni stress yang dia lalu ni bersifat sementara je,"['macam', 'mana', 'saya', 'nak', 'cakap', 'dekat', 'suami', 'ini', 'tres', 'yang', 'dia', 'lalu', 'ini', 'bersifat', 'sementara', 'sahaja']",non-deppressive
 Takpe la wife dia punya stress tolak tepi la,"['tidak', 'mengapa', 'isteri', 'dia', 'pu', 'tres', 'tolak', 'tepi']",risk factor
 Saya minta layan anak elok elok,"['saya', 'minta', 'lay', 'anak', 'elok', 'elok']",non-deppressive
" Jangan merungut buat kerja rumah, jangan tunjuk diri tu super bz sangat","['jang', 'rungut', 'buat', 'kerja', 'rumah', 'jang', 'tunjuk', 'diri', 'itu', 'super', 'sibuk', 'sangat']",non-deppressive
Depression with suicidal thought,"['murung', 'deng', 'bunuh', 'diri', 'berfikir']",non-deppressive
" Ya, itu yang aku hadapi sejak di zaman sekolah rendah…Ibu ku seorang yang garang, kalau di katanya A, A lah jadinya","['ya', 'itu', 'yang', 'aku', 'hadap', 'sejak', 'di', 'zaman', 'seko', 'rendah', 'angan', 'ibu', 'ku', 'orang', 'yang', 'garang', 'kalau', 'di', 'kata', 'a', 'a', 'jadi']",risk factor
 Di depan matanya aku kena perfect tak boleh buat silap,"['di', 'dep', 'mata', 'aku', 'kena', 'sempurna', 'tidak', 'boleh', 'buat', 'silap']",risk factor
" Aku pernah minum air sabun basuh, disebabkan tekanan selalu dicubit dirotan dimarahnya","['aku', 'pernah', 'minum', 'udara', 'sabun', 'basuh', 'sebab', 'tekan', 'selalu', 'cubit', 'roti', 'marah']",symptom
Aku rasakan diri aku tak berguna dalam dunia ni,"['aku', 'rasa', 'diri', 'aku', 'tidak', 'guna', 'dalam', 'dunia', 'ini']",symptom
" Aku jenis tak suka berkawan ramai, dan aku lebih suka menyendiri","['aku', 'jenis', 'tidak', 'suka', 'berka', 'ramai', 'dan', 'aku', 'lebih', 'suka', 'sendiri']",symptom
